30,赤口

2010年10月
1,先勝
2,友引
3,先負
4,仏滅
5,大安
6,赤口
7,先勝
8,先負
9,仏滅
10,大安
11,赤口
12,先勝
13,友引
14,先負
15,仏滅
16,大安
17,赤口
18,先勝
19,友引
20,先負
21,仏滅
22,大安
23,赤口
24,先勝
25,友引
26,先負
27,仏滅
28,大安
29,赤口
30,先勝
31,友引

2010年11月
1,先負
2,仏滅
3,大安
4,赤口
5,先勝
6,仏滅
7,大安
8,赤口
9,先勝
10,友引
11,先負
12,仏滅
13,大安
14,赤口
15,先勝
16,友引
17,先負
18,仏滅
19,大安
20,赤口
21,先勝
22,友引
23,先負
24,仏滅
25,大安
26,赤口
27,先勝
28,友引
29,先負
30,仏滅

2010年12月
1,大安
2,赤口
3,先勝
4,友引
5,先負
6,大安
7,赤口
8,先勝
9,友引
10,先負
11,仏滅
12,大安
13,赤口
14,先勝
15,友引
16,先負
17,仏滅
18,大安
19,赤口
20,先勝
21,友引
22,先負
23,仏滅
24,大安
25,赤口
26,先勝
27,友引
28,先負
29,仏滅
30,大安
31,赤口

